Id,Party,Handle,Tweet,Sentiment,Category
0,Democrat,RepRoybalAllard,"RT @MomsRising: On #MothersDay, we stand with immigrant mothers. Separating children from the parents is cruel and inhumane! Tweet a photo…",-0.6239,Immigration
0,Democrat,RepRoybalAllard,RT @NLIRH: Thank you to @RepRoybalAllard &amp; @RepJayapal for highlighting the lack of humanity in detention centers and how being detained ne…,-0.6124,Incarceration
0,Democrat,RepRoybalAllard,"RT @roycebmurray: Great op-ed by @RepRoybalAllard &amp; @RepJayapal: In ICE detention, pregnant women face stress, trauma, and inadequate care…",-0.6908,Immigration
0,Democrat,RepRoybalAllard,RT @HouseDemWomen: Thank you to our DWWG Members @RepRoybalAllard &amp; @RepJayapal for standing up for pregnant immigrant women!,0.4199,Immigration
0,Democrat,RepRoybalAllard,"RT @GregChenAILA: In ICE detention, pregnant women face stress, trauma, and inadequate care. Thank you @RepRoybalAllard &amp; @RepJayapal for a…",-0.6249,Immigration
0,Democrat,RepJeffries,"RT @PaulBegala: So impressed by the work my pal @VanJones68, @RepJeffries &amp; others are doing to pass bipartisan prison reform. https://t.co…",0.024,Incarceration
0,Democrat,RepJeffries,Failed war on drugs began in 1971. Leading to mass incarceration epidemic. It’s time to reverse the damage… https://t.co/9njqdsZiN8,-0.802,Incarceration
0,Democrat,RepJeffries,"Assad launches vicious chemical weapons attack, killing women/children, days after Trump recklessly says we’re pull… https://t.co/zUignKgffg",-0.9169,GunControl
0,Democrat,RepJeffries,Join me at a Town Hall Meeting/Community Roundtable on Gun Violence Prevention tomorrow in Coney Island #Enough https://t.co/sudqWlLJrj,-0.6486,GunControl
0,Democrat,RepJeffries,"Shooting an innocent, unarmed man in the back is not police work. It’s murder. JUSTICE for #StephonClark https://t.co/E3SIQA9jsN",0.2103,GunControl
0,Democrat,RepJeffries,"Fake Criminal Justice Reform (two steps backward, one step forward) is Not Acceptable #EndMassIncarceration https://t.co/vOFm40ioKT",-0.6202,Incarceration
0,Democrat,RepJeffries,"From Chicago to Parkland, @RepRobinKelly makes clear gun violence is a national epidemic. Time for @SpeakerRyan to… https://t.co/NchcGjN1L1",-0.5994,GunControl
0,Democrat,RepJeffries,Thankful for young people who will descend on Capitol tomorrow to demand Congress pass gun safety legislation #Enough,0.5574,GunControl
0,Democrat,RepJeffries,Another school shooting in America. Praying for safety of the Maryland HS students 🙏🏽 Things are falling apart in this country. Enough!,0.6114,GunControl
0,Democrat,RepJeffries,Just BLASTED DO-Nothing Republican Congress on House floor for refusing to address America's gun violence epidemic… https://t.co/riZGCGqydY,-0.8481,GunControl
0,Democrat,RepJeffries,Even a broken clock is right twice a day. Talk is cheap. We need action to STOP GUN VIOLENCE in America #NeverAgain https://t.co/MH0JRMWhPf,-0.9325,GunControl
0,Democrat,RepJeffries,House back in session this evening. It’s time to crush the gun lobby (merchants of death) and PROTECT OUR CHILDREN… https://t.co/luEu773T1J,0.1111,GunControl
0,Democrat,RepJeffries,Time for DO NOTHING Republican Congress to put safety of America’s children above campaign contributions from the Gun Lobby #RealTalk,0.128,GunControl
0,Democrat,RepJeffries,It’s time for the do nothing Republican Congress to DO SOMETHING about Gun Violence in America #Parkland,-0.7579,GunControl
0,Democrat,RepJeffries,"Shocked and saddened by mass shooting in Parkland, Florida. Praying for entire community. When is enough enough in America?",-0.4939,GunControl
0,Democrat,RepJaredPolis,Proud to stand w/ &gt;180 colleagues &amp; demand @POTUS rescind his latest attack on #reprorights. Birth control IS healt… https://t.co/ltuFNQf83e,-0.128,Abortion
0,Democrat,RepJaredPolis,"Today, we wear purple to show solidarity w/ our LGBTQ brothers &amp; sisters &amp; work toward creating a more welcoming, kind community #SpiritDay",0.8826,Incarceration
0,Democrat,RepCicilline,Rep. Cicilline Statement on Chemical Weapons Attack in Syria https://t.co/GFMAtwhRXH,-0.7184,GunControl
0,Democrat,RepSusanDavis,"As our hearts are with the victims of the school shooting in Maryland, I joined my Democratic colleagues to hold a… https://t.co/Mfw4BCbf6A",-0.3182,GunControl
0,Democrat,RepSusanDavis,Walked out of Congress in solidarity with students in San Diego &amp; across the nation calling for action to prevent g… https://t.co/r16WwnDmN3,0.3182,Incarceration
0,Democrat,RepSusanDavis,"Instead of wasting tax dollars on a wall, President Trump should be coming to California to thank our immigrant com… https://t.co/xK0CzEFz47",-0.0516,Immigration
0,Democrat,RepSusanDavis,I agree with 70% of America who supports stronger gun safety measures. I again joined in reintroducing legislation… https://t.co/pKuJGToeOc,0.7906,GunControl
0,Democrat,RepSusanDavis,Trump's claim that pulling Immigration &amp; Customs Enforcement out of our state would increase crime once again displ… https://t.co/OOpzaUQgV1,-0.296,Immigration
0,Democrat,RepSusanDavis,"Students should be in classrooms, not detention facilities. I once again asked Speaker Ryan to bring the bipartisan… https://t.co/IX67SiOZ0S",0.2755,Incarceration
0,Democrat,RepSusanDavis,"Sad to see yet another community shattered by gun violence. When will we say enough &amp; finally see real action?
https://t.co/4tgUjX7kf6",-0.9136,GunControl
0,Democrat,RepSusanDavis,Joined @repjohnlewis &amp; my friend &amp; former colleague @GabbyGiffords to honor the #LasVegas shooting victims &amp; demand… https://t.co/23gxDwAt3Q,0.6249,GunControl
0,Democrat,RepSusanDavis,Every single life lost to gun violence should elicit sorrow &amp; action. We've had too many moments of silence. It's t… https://t.co/jIwBXvXrlL,-0.9042,GunControl
0,Democrat,GKButterfield,"Congratulations to @SenDuckworth on the birth of her daughter, Maile! https://t.co/4NhGiq5fa7 via @suntimes",0.636,Abortion
0,Democrat,RepRickLarsen,"DOD’s annual report providing a plan for the nuclear weapons stockpile, delivery systems and command &amp; control is a… https://t.co/77iBrlP0jD",-0.4404,GunControl
0,Democrat,RepRickLarsen,"TODAY: I'm hosting a gun violence forum. Speakers include students, SnoCo. Sheriff Office Captain Scott Parker, UW… https://t.co/BZlcZQnoSm",-0.7579,GunControl
0,Democrat,RepMcNerney,"I joined my colleagues to demand common sense gun reform. As @GabbyGiffords says, the nation is counting on us. https://t.co/iZPW9nLdYx",-0.4404,GunControl
0,Democrat,RepMcNerney,We must #protectDREAMers and work toward comprehensive immigration reform. https://t.co/s4cWU432BY,0.25,Immigration
0,Democrat,RepMcNerney,"Instead of tackling the real problem that is our broken immigration system, this administration wants to roll back a policy 1/7",-0.7003,Immigration
0,Democrat,RepJohnYarmuth,Great meeting with local student members of @FEFAKY advocating for common sense gun safety laws and safer schools. https://t.co/gXbynV6dkz,0.8074,GunControl
0,Democrat,RepJohnYarmuth,"RT @RepCohen: The @NRA gave me an ""F"" rating for my votes in support of commonsense gun safety legislation, &amp; I couldn't be more pleased. I…",0.1223,GunControl
0,Democrat,RepJohnYarmuth,RT @RepMikeQuigley: Ending #GunViolence in America will require changes in our culture &amp; revisions in our gun laws. I'm proud of my F ratin…,0.1779,GunControl
0,Democrat,RepJohnYarmuth,"Today I joined @davidcicilline, @RepTedDeutch &amp; more than 150 fellow @HouseDemocrats in introducing the Assault Wea… https://t.co/ejlCmXRRRh",-0.5859,GunControl
0,Democrat,RepJohnYarmuth,"RT @JCPSYouth: @atherton_high students, staff, and alumni @RepJohnYarmuth #WearOrange in remembrance of school shooting victims throughout…",-0.3182,GunControl
0,Democrat,RepJohnYarmuth,Any elected official unwilling to seriously consider immediate gun safety measures is complicit in this shooting.… https://t.co/bTTXjX3GLc,-0.0772,GunControl
0,Democrat,RepTerriSewell,From the students protesting gun violence to the football players who take a knee to speak out for… https://t.co/QKCOirIojx,-0.8519,GunControl
0,Democrat,RepTerriSewell,Praying for the victims of the shooting yesterday at UAB Highlands Hospital. Our health professionals look out for… https://t.co/p30eTdxYkO,0.0516,GunControl
0,Democrat,RepTerriSewell,I cannot imagine the grief of the parents who lost their little girl today to gun violence at Huffman High School.… https://t.co/mXXvMkAHMY,-0.7329,GunControl
0,Democrat,SupJaniceHahn,Tomorrow is #DenimDay. Stand up for sexual assault survivors and wear your jeans with purpose. https://t.co/4o1hGPNPtb,-0.5859,GunControl
0,Democrat,SupJaniceHahn,There’s no question that gun violence is a public health epidemic &amp; demands immediate action. Doctors don’t wait fo… https://t.co/bp7jk7JOfo,-0.8271,GunControl
0,Democrat,RepLindaSanchez,The Trump Administration is tearing children from their parents to punish immigrants seeking asylum at the border.… https://t.co/C7GXXjJdMu,-0.5267,Immigration
0,Democrat,RepStephenLynch,Today I attended a town hall w/@RepMikeCapuano to discuss gun violence &amp; the steps we must take to pass common sens… https://t.co/mCejsQUPKU,-0.7579,GunControl
0,Democrat,RepStephenLynch,We cannot afford to wait for one more tragedy. The time to pass common-sense gun legislation is NOW. #EndGunViolence,-0.796,GunControl
0,Democrat,RepStephenLynch,I joined Jon Keller this morning to talk about congressional leadership's inaction on gun safety measures and how D… https://t.co/MiUngYMu67,-0.1531,GunControl
0,Democrat,RepStephenLynch,"The Select Committee on Gun Violence Prevention would investigate causes of mass shootings, the background check sy… https://t.co/7XeTb2nFGy",-0.7579,GunControl
0,Democrat,RepStephenLynch,The Gun Show Loophole Closing Act would require purchases at gun shows to be subject to the same background checks… https://t.co/ypZswTjo74,-0.5859,GunControl
0,Democrat,RepStephenLynch,"No single law will prevent gun violence, but we owe it to victims, their families, and the American people to act.… https://t.co/fzxpapCn81",-0.775,GunControl
0,Democrat,RepStephenLynch,Today we again mourn the loss of life due to gun violence at one of our nation’s schools. This is the 18th school shooting this year.,-0.891,GunControl
0,Democrat,RepStephenLynch,"Our country is facing a public health crisis due to gun violence, but the House is voting to allow states with the… https://t.co/FyyWER20Nj",-0.5346,GunControl
0,Democrat,RepStephenLynch,There is no reason a man with a violent past should have access to assault weapons. These tragedies are preventable - we MUST take action.,-0.9403,GunControl
0,Democrat,RepStephenLynch,"My thoughts and prayers are with the victims of the tragic shooting in Sutherland Springs, their families, and the First Baptist Church.",-0.6486,GunControl
0,Democrat,Call_Me_Dutch,"Enjoyed discussing college affordability, immigration + #LACROSSE w/ members of the @UMDSGA  from @UofMaryland… https://t.co/T6Q0tYaDM7",0.5106,Immigration
0,Democrat,Call_Me_Dutch,In #Baltimore taking a stand w/ my young constituents against gun violence #MarchForOurLives #EndGunViolence https://t.co/d3AM0e6qf8,-0.7579,GunControl
0,Democrat,Call_Me_Dutch,Monitoring situaton at Loch Raven High School. No confirmation of gun or shooting. In touch w/ @BACOPoliceFire,-0.5574,GunControl
0,Democrat,Call_Me_Dutch,Hearing weapons discharged this morning at #NSA @NSAGov but no injuries from gunshots. No fatalities. No ongoing threat. #MD02,-0.9652,GunControl
0,Democrat,Call_Me_Dutch,"Pleased to hear the President include #DACA in his #immigration plan, and border security is needed. But a border… https://t.co/goFd2G2nge",0.6486,Immigration
0,Democrat,RepThompson,REMINDER: Today I am hosting a Discussion on Gun Violence Prevention starting at 10am at the Heritage Presbyterian… https://t.co/PqMFi8ZSTQ,-0.7579,GunControl
0,Democrat,RepThompson,"Stronger background checks are widely supported, including by 69% of NRA members, 78% of gun owners not part of the… https://t.co/dGjCMKPOCt",0.3612,GunControl
0,Democrat,RepLoisCapps,Never forget the 26 precious lives lost at #SandyHook. Americans are still asking for commonsense gun safety laws.… https://t.co/3zWmNyevQT,0.5371,GunControl
0,Democrat,RepLoisCapps,We must do more to protect victims and survivors of domestic violence from gun violence. My bill #HR2216 would help do that #DVAM16,-0.8218,GunControl
0,Democrat,RepLoisCapps,Pleased to speak at the @UnderTheGunDoc screening about the urgent need for action to address the gun violence epid… https://t.co/eTSlAPQLhV,-0.4215,GunControl
0,Democrat,RepLoisCapps,RT if you think we've had enough moments of silence for gun violence. We need moments of action. @SpeakerRyan: give us a vote #NotOneMore,-0.7579,GunControl
0,Democrat,RepLoisCapps,".@PewResearch: 85% of Americans support closing gun show loophole. @SpeakerRyan, it's time to give us a vote #CloseTheLoophole #NotOneMore",0.0772,GunControl
0,Democrat,RepLoisCapps,"#OnThisDay in 1994, Congress passed an assault weapons ban, which expired in '04. We must get these weapons of war off our streets again.",-0.9524,GunControl
0,Democrat,RepLoisCapps,2/3 gun-related deaths are suicides. Congressional action on gun safety would help curb these terrible tragedies. #StopSuicide #NSPW16,-0.4404,GunControl
0,Democrat,RepLoisCapps,Today LGBTQ &amp; gun violence prevention advocates are in DC to demand that we #DisarmHate. I stand w/them #NotOneMore https://t.co/5ITIpJ8KCO,-0.7906,GunControl
0,Democrat,RepLoisCapps,"RT @JanelAGeorge: A woman's ability to control if, when, &amp; how to have children is central to her well-being and econ. security @RepLoisCap…",0.5719,GunControl
0,Democrat,RepLoisCapps,We won't ignore the gun violence. Today I continue to demand that Congress vote to #DisarmHate &amp; say #NotOneMore. https://t.co/cpa4jX2CHP,-0.3515,GunControl
0,Democrat,RepLoisCapps,RT @YvetteClarke: FACT: 91 people per day die from gun violence. RT to say it's far past time we #disarmhate. https://t.co/i2FiFALmyd,-0.886,GunControl
0,Democrat,RepLoisCapps,"For 26 hrs we stood against gun violence. The #SitIn ends, but we're just getting started. Rs can't keep ignoring this debate. #NotOneMore",-0.0933,GunControl
0,Democrat,RepLoisCapps,More than 80% of Americans support the commonsense #NoFlyNoBuy gun safety measure. @HouseDemocrats are #sittingin to represent them.,0.4767,GunControl
0,Democrat,RepLoisCapps,Spoke earlier at #HouseDems #SitIn abt the majority of Americans who want commonsense gun safety laws. We hear you. https://t.co/xX1HTGNgXO,0.1779,GunControl
0,Democrat,RepLoisCapps,"We are #sittingin in honor of communities, like IV, that have suffered from gun violence. #NotOneMore on @HouseDemocrats' watch. cc @riromtz",-0.6124,GunControl
0,Democrat,RepLoisCapps,".@HouseDemocrats will not be idle on gun violence, which is why we are #sittingin for #NoFlyNoBuy #NoMoreSilence https://t.co/dszZowqMEz",-0.7579,GunControl
0,Democrat,RepLoisCapps,Frustrated by inaction and proud to #SitIn w/ @HouseDemocrats to demand a vote on gun safety now. We refuse to wait for the next tragedy.,-0.8402,GunControl
0,Democrat,RepLoisCapps,RT @repjohnlewis: We have turned deaf ears to the blood of the innocent &amp; the concern of our nation. We will use nonviolence to fight gun v…,-0.3818,GunControl
0,Democrat,RepLoisCapps,#NotOneMore parent should have to lose a child to gun violence. Thank you to @riromtz for continuing to speak out. https://t.co/uUTKvYLPx4,-0.7717,GunControl
0,Democrat,RepZoeLofgren,"RT @HouseJudDems: #ICYMI: 83 @HouseDemocrats Demand #DreamAct Be Added To Omnibus &amp; That Funding For Deportations, Detention And Walls Be S…",-0.4588,Incarceration
0,Democrat,RepZoeLofgren,"It also fails to prohibit the use of information collected by Section 702 in any Administrative proceedings, including #immigration courts.",-0.4215,Immigration
0,Democrat,RepZoeLofgren,S. 139 would allow the Trump Administration to use this powerful tool against DREAMers and others without immigration status.,0.631,Immigration
0,Democrat,RepZoeLofgren,Economic analysis suggests that today’s decision to deport Salvadoran #TPS holders will cost the United States $31… https://t.co/hmoyT03rG3,0.4215,Immigration
0,Democrat,RepZoeLofgren,"RT @HouseJudDems: 🆕 #BREAKING 🆕 @RepZoeLofgren &amp; @RepJohnConyers: Detention of 10-year-old Disabled Child Unjust and Inhumane

https://t.co…",-0.7003,Incarceration
0,Democrat,RepZoeLofgren,Disturbing that ORR Director Lloyd can't answer whether immigrant children are protected by the Constitution… https://t.co/mmz58Pf0N6,-0.1027,Immigration
0,Democrat,RepZoeLofgren,"The Dream Act of 2017 (H.R. 3440), would grant #DACA recipients the legal status and path to citizenship that they deserve #ProtectDREAMers",0.6124,Immigration
0,Democrat,RepZoeLofgren,"RT @RepKihuen: Trump's attack on #DACA dishonors our values. I was undocumented once. Now, I'm fighting to #ProtectDREAMers &amp; pass the DREA…",-0.4404,Immigration
0,Democrat,RepZoeLofgren,Democrats stand united in our support for #DACA recipients.  H.R. 3440 would grant them the legal status &amp; path to citizenship they deserve,0.8176,Immigration
0,Democrat,RepMaloney,.@RepMaxineWaters and I took to the floor of the House yesterday to #defendtheCFPB against the all-out assault by… https://t.co/I3T0OhDvZC,-0.5859,GunControl
0,Democrat,RepMaloney,.@realdonaldtrump’s attempt to add a citizenship question to the census poses a serious threat to our city &amp; democr… https://t.co/rxSdYXTies,-0.5719,Immigration
0,Democrat,RepPeterDeFazio,Pres Trump wants to increase DOD budget by $53 billion—while US Army has lost $1B worth of weapons in the Mid East: https://t.co/LWlikcz9xZ,-0.25,GunControl
0,Democrat,RepPeterDeFazio,RT @TransportDems: Privatizing our Air Traffic Control system would dismantle the largest &amp; safest aviation system in the world. #DontPriva…,0.4019,GunControl
0,Democrat,RepPeterDeFazio,"RT @TransportDems: ""The airline industry needs to focus on getting its own house in order instead of extending its reach to control our ski…",0.0258,GunControl
0,Democrat,RepBarbaraLee,We can’t get distracted from the ongoing Republican assault on reproductive freedoms nationwide. Congress needs to… https://t.co/vC8fe9TFWm,-0.6124,Abortion
0,Democrat,RepBarbaraLee,Many families seeking asylum are fleeing unimaginable violence &amp; terror. Tearing these children from their parents… https://t.co/kjhuHrQ0bs,-0.8176,Immigration
0,Democrat,sethmoulton,"A white man in America can be convicted of obstructing justice and get a Presidential pardon. But if you’re black,… https://t.co/ap8o3pO2Wr",0.6908,Incarceration
0,Democrat,sethmoulton,This case proves what most Americans already know to be true: we can take common sense steps to get weapons of war… https://t.co/EMkXusCbWD,-0.0258,GunControl
0,Democrat,sethmoulton,Sending the National Guard to the southern border does nothing to fix our broken immigration system and it strains… https://t.co/tepmF8AAd6,-0.4767,Immigration
0,Democrat,sethmoulton,RT @piersplatt: I led tank and scout platoons in Iraq. No civilian should have access to the same weapons we carried. #VetsForGunReform #Ma…,-0.6249,GunControl
0,Democrat,RepJimCosta,We must never forget &amp; we must learn from the U.S. internment of Japanese Americans during WWII. That's why I joine… https://t.co/RkGlFiSMbO,0.1695,Incarceration
0,Democrat,RepJimCosta,"Without fixing our broken #immigration system, I'm concerned these I-9 audits will be counterproductive, divert… https://t.co/I1O8hI3I7b",0.3724,Immigration
0,Democrat,RepJimCosta,Our #SanJoaquin Valley is blessed w/ the rich culture &amp; countless contributions of our vibrant immigrant communitie… https://t.co/CBWlmoDNfC,0.8979,Immigration
0,Democrat,nikiinthehouse,"Yesterday, the @DeptofDefense released their annual Sexual Assault Prevention &amp; Response Office (SAPRO) report. https://t.co/e51lBmHFxE",-0.5859,GunControl
0,Democrat,nikiinthehouse,RT @RepMikeTurner: Yesterday @nikiinthehouse &amp; I introduced the #PERSISTagainstMSTact to combat sexual assault in the military. #READ more:…,-0.7351,GunControl
0,Democrat,nikiinthehouse,"News this week that a fed judge upheld MA’s assault weapons ban is good, but @LowellSunNews makes a strong point: C… https://t.co/71oreadHiv",0.1901,GunControl
0,Democrat,RepMcGovern,"RT @JamieEldridgeMA: Honored to listen to @RepGutierrez, guest of @RepMcGovern, speak at #Worcester #YMCA on #PuertoRico. Immigration refor…",0.5859,Immigration
0,Democrat,RepYvetteClarke,"•#Momsdontneed cruel immigration policies and raids that tear their families apart. When immigrants thrive, our nat… https://t.co/OqCOrWethr",-0.5859,Immigration
0,Democrat,RepYvetteClarke,"Bashar al-Assad must be held accountable for his use of chemical weapons against civilians, however these current s… https://t.co/eo4emDIQ04",-0.4404,GunControl
0,Democrat,RepYvetteClarke,This afternoon Saheed Vassell was shot and killed in Crown Heights. I am shocked and angered by this news. My deepe… https://t.co/fTfLWdp54d,-0.8779,GunControl
0,Democrat,RepYvetteClarke,Receiving the grade of an “F” with the @NRA is an “A+” in my book. The lives lost to senseless gun violence are in… https://t.co/FY5fprG8QR,-0.8316,GunControl
0,Democrat,RepKarenBass,"There are thousands of men and women in jail right now for the same, unjust reasons that Meek Mill was put in jail… https://t.co/klOnRGlk4T",-0.5106,Incarceration
0,Democrat,RepKarenBass,"More than 187,000 students have been exposed to a school shooting since the tragedy at Columbine High School 19 yea… https://t.co/hwq1HYriR4",-0.6908,GunControl
0,Democrat,RepKarenBass,"Over the past months, I've heard from thousands of constituents regarding gun violence -- parents worried for their… https://t.co/SLdXB05hoe",-0.8271,GunControl
0,Democrat,RepKarenBass,"Trump is choosing intimidation over accuracy. The citizenship question on the 
#2020Census is a systematic attempt… https://t.co/yGL85MQC6p",-0.4215,Immigration
0,Democrat,RepKarenBass,"More than 2,262 people have already been killed by someone using a gun in 2018. This is a PUBLIC HEALTH ISSUE and C… https://t.co/Z6unl3M0x9",-0.7845,GunControl
0,Democrat,RepKarenBass,"Over the weekend, I sent an email to my constituents on how I hope Congress responds to the shooting in #Parkland.… https://t.co/qhj4Ad5kXi",0.4404,GunControl
0,Democrat,RepKarenBass,And Trump is their pitchman. The companies that sell the weapons get richer. More people will die.,-0.5667,GunControl
0,Democrat,JohnCarneyDE,"Yesterday, I signed the Beau Biden Gun Violence Prevention Act into law. 

This is important, common sense legislat… https://t.co/0sx3ZHb4pl",-0.6908,GunControl
0,Democrat,JohnCarneyDE,"We need a national approach to gun safety, but we cannot wait to do what’s right in #Delaware. 

That’s why we are… https://t.co/LRxfXMOUnL",0.0516,GunControl
0,Democrat,JohnCarneyDE,"These military-style weapons allow those intent on doing harm to outgun members of law enforcement, and they have n… https://t.co/s2XD7h8R4D",-0.6705,GunControl
0,Democrat,JohnCarneyDE,"Today, legislation was introduced that would ban the sale, purchase, and transfer of assault-style weapons in DE.… https://t.co/0EieFncwYR",-0.7579,GunControl
0,Democrat,JohnCarneyDE,"Today, I met with several DE student activists for gun safety.  For these students, the victims of the Parkland sho… https://t.co/upIDmuot9H",-0.2263,GunControl
0,Democrat,NormaJTorres,A8. Comprehensive immigration reform is long overdue. It's inhumane &amp; immoral to allow millions of people who suppo… https://t.co/7YvSJWgQGv,-0.0258,Immigration
0,Democrat,NormaJTorres,"A3. From restricting access to reproductive care to ending rules that helped close the gender pay gap, the Trump ad… https://t.co/1bdGfxqH6U",0.0516,Abortion
0,Democrat,NormaJTorres,"A2. Just last month, the Trump administration indicated that it would move to end the ability of immigrant women wh… https://t.co/HA2EGT9Vme",0.3182,Immigration
0,Democrat,NormaJTorres,Tune in TODAY at 4 pm for a conversation with high school students on gun violence: https://t.co/1MbYsFzerw https://t.co/6tca9W1r1O,-0.7579,GunControl
0,Democrat,NormaJTorres,Proud to stand with courageous and passionate students across the country today to demand action on gun violence.… https://t.co/dPAMYV3asc,0.7906,GunControl
0,Democrat,NormaJTorres,"If @POTUS really thinks mental health funding is the answer to gun violence, why does his budget cut funding for th… https://t.co/j1EbZpxC9p",-0.8225,GunControl
0,Democrat,NormaJTorres,I agree that banning bump stocks will save lives. So will renewing the assault weapons ban. #GunReformNow #MarchForOurLives #NotOneMore,-0.6808,GunControl
0,Democrat,NormaJTorres,Republicans are so afraid that they won’t even let @CDCgov study gun violence.,-0.7579,GunControl
0,Democrat,NormaJTorres,"RT @BuzzFeed: Twitter Says Impersonating A Journalist During A Mass Shooting Doesn't Violate Its Rules
https://t.co/eNRwwE79qD",0.3875,GunControl
0,Democrat,NormaJTorres,Deeply saddened by the horrific shooting at Marjory Stoneman Douglas High School. Thoughts and prayers ring hollow… https://t.co/ECMpVT3uSx,-0.8439,GunControl
0,Democrat,RepHanabusa,The use of chemical weapons is a heinous violation of international law and should be dealt with by the internation… https://t.co/0okVYzmZTI,-0.7269,GunControl
0,Democrat,RepHanabusa,Good morning! Starting the day by talking story about school safety and gun control with the students of… https://t.co/fvekrJ9qRq,0.5562,GunControl
0,Democrat,RepWilson,Adding a citizenship question to the #2020Census isn’t a common-sense addition to the census; it’s dangerous https://t.co/4dfXBhX9qR,-0.4767,Immigration
0,Democrat,RepWilson,"ICYMI: We had a riveting town hall on gun violence and school safety last night,
https://t.co/t5oSO6tB95",-0.5719,GunControl
0,Democrat,RepWilson,This was the first of a series of events that I'm going to host because gun violence is so important &amp; so pervasive… https://t.co/DUOkq4JoDs,-0.6605,GunControl
0,Democrat,RepWilson,"@docstevegallon: ""The people who experience gun violence can't ride this wave because they've been drowning in [it]… https://t.co/uXTMjD6g0J",-0.7579,GunControl
0,Democrat,RepWilson,"Happening now: Gun Violence &amp; School Safety Town Hall meeting!
https://t.co/4PyGCaudw2",-0.6114,GunControl
0,Democrat,RepWilson,60 minutes and counting before our deep dive into gun violence and school safety begins. #Enough! https://t.co/NqzZc5BihF,-0.6114,GunControl
0,Democrat,RepWilson,Join us tomorrow night at 630pm in @CityofMiaGarden for a Gun Violence and School Safety Town Hall. #NeverAgain… https://t.co/YN1Cy1FCG9,-0.3612,GunControl
0,Democrat,USRepKeating,Proud to stand in solidarity with the men and women of IBEW 1499 at the Philips plant in Fall River. #UnionStrong https://t.co/tFcOM01L1p,0.6486,Incarceration
0,Democrat,USRepKeating,"Back then, I was tasked with the responsibility of approaching it from a criminal side, but I learned this is much… https://t.co/KgtrQ7RSvI",-0.296,Incarceration
0,Democrat,USRepKeating,No more help with substance use disorders. No more coverage for maternity care. No more preventative care to help control diabetes.,0.7774,GunControl
0,Democrat,USRepKeating,Proud to join Cape Cod @GmasAgainstGV &amp; @MomsDemand to mark the 4th Anniversary of the #SandyHook shooting - impt t… https://t.co/4vtqUrg8nm,0.6486,GunControl
0,Democrat,JoaquinCastrotx,RT @splinter_news: John Kelly goes on a wildly racist rant about immigration https://t.co/t187qltm4w https://t.co/fFOR9aWSJE,-0.7506,Immigration
0,Democrat,JoaquinCastrotx,RT @leylasantiago: UPDATE: Gabriela is now in a detention facility in Texas w/her 2 boys. Her story: https://t.co/G5borXHUfJ,-0.3612,Incarceration
0,Democrat,RepBrendanBoyle,RT @SallyQYates: Make no mistake about what’s at stake here: firing Rosenstein would be the same unconscionable assault on the rule of law…,-0.8689,GunControl
0,Democrat,RepBrendanBoyle,RT @americamag: Immigrant advocate Sister Norma Pimentel to receive Notre Dame's Laetare Medal https://t.co/8KPNl4MnIL,0.4767,Immigration
0,Democrat,NitaLowey,"RT @RepMikeQuigley: In our letter, @RepJoseSerrano, @NitaLowey &amp; I explain that these programs provide individuals in detention with essent…",-0.3612,Incarceration
0,Democrat,NitaLowey,"I strongly oppose this Administration’s decision to include a citizenship question on the 2020 Census.  

Watch me… https://t.co/zqPEFgGdbS",0.2732,Immigration
0,Democrat,NitaLowey,“It is shameful for anyone to attack students – especially survivors of gun violence – with anti-Semitic slurs and… https://t.co/qIY4Lhslk1,-0.9196,GunControl
0,Democrat,NitaLowey,"RT @tymilburn: Rep. Lowey, students discuss gun control at roundtable https://t.co/xs9s6NlSwB",-0.34,GunControl
0,Democrat,NitaLowey,The right of students to go to school free from fear is more important than someone else’s right to own weapons of… https://t.co/NoG167AuxR,-0.1796,GunControl
0,Democrat,NitaLowey,Worth a read --&gt; What I learned about gun violence from students — and what President Trump didn’t https://t.co/8lstJ6KUZM,-0.6808,GunControl
0,Democrat,NitaLowey,"What I learned about gun violence from students — and what President Trump didn’t: Lowey | @lohud 

https://t.co/8lstJ6KUZM",-0.7579,GunControl
0,Democrat,NitaLowey,"What I learned about gun violence from students — and what President Trump didn’t: Lowey #EnoughIsEnough 

https://t.co/8lstJ6KUZM",-0.7579,GunControl
0,Democrat,NitaLowey,"Always a pleasure to be on @WAMCNews's Congressional Corner! Listen here to my interview on gun reform, #DACA, and… https://t.co/wPrWKpWwaW",0.3802,GunControl
0,Democrat,NitaLowey,Equality is possible when women can make choices regarding their reproductive health – the global gag rule hurts wo… https://t.co/HXMZUNh9Oq,-0.6705,Abortion
0,Democrat,RepAndreCarson,Happening Now: Important oversight hearing on railroad safety &amp; implementing Positive Train Control (PTC) technolog… https://t.co/b077at77md,0.802,GunControl
0,Democrat,RepJudyChu,"On this day in 1999, 13 people were shot &amp; killed at #Columbine High School. 19 years later, Congress hasn't taken… https://t.co/LP87QErs6k",-0.6705,GunControl
0,Democrat,RepJudyChu,"Congratulations to my friend and fellow @CAPAC member, @SenDuckworth on the birth of her baby girl - the first time… https://t.co/Wpeql0vHW9",0.7964,Abortion
